MODEL_STANDARD_NAME,CATE_NAME,VERSION
上汽大通上汽maxus上汽maxusv802016款2.5tamt4950*1998*2132国v前置前驱2016款2.5tamt尊杰国v短轴低顶7座,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv802016款2.5tamt4950*1998*2345国v前置前驱2016款2.5tamt傲运通国v短轴中顶6座,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv802017款2.5tmt4950*1998*2345国v前置前驱2017款2.5t5挡手动商旅国v短轴中顶11-12座,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv802017款2.5tamt5700*1998*2345国iv前置前驱2017款2.5tamt商旅国iv长轴中顶14-15座,上汽maxus v80,nan
萨博萨博saab932006款2.0t2门4座amt4635*1760*1435欧iv前置前驱2006款2.0tvector敞篷,saab 93,nan
萨博萨博saab952006款2.3t4门5座amt4836*1792*1448欧iv前置前驱2006款aero2.3ts,saab 95,nan
上汽大通上汽maxus上汽maxusv802017款2.5tmt5785*1998*2552国iv前置前驱2017款2.5t5挡手动傲运通国iv长轴高顶5座,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv802017款2.5tamt5785*1998*2345国v前置前驱2017款2.5tamt傲运通国v长轴中顶6-10座,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv802017款2.5tmt5035*1998*2345国v前置前驱2017款2.5t6挡手动傲运通国v短轴中顶5/6/10座,上汽maxus v80,nan
一汽吉林一汽佳宝v70ii代2012款1.3lmt3930*1585*1857国iv中置后驱2012款1.3l标准型,佳宝v70 ii代,标准
smartsmartsmartforjeremy2013款1.0t2门2座amt-*-*-欧iv前置后驱2013款jeremyscott特别版,smart forjeremy,特别
smartsmartsmartfortwo2011款1.0l3门2座amt2695*1559*1565欧iv后置后驱2011款1.0mhd科比特别版,smart fortwo,科比特别
smartsmartsmartfortwo2011款1.0t3门2座amt2695*1559*1542欧iv后置后驱2011款1.0t硬顶激情版,smart fortwo,硬顶激情
上汽大通上汽maxus上汽maxusv802017款2.5tamt5035*1998*2345国v前置前驱2017款2.5tamt傲运通国v短轴中顶5/6/10座,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv802017款2.5tmt4950*1998*2345国iv前置前驱2017款2.5t手动商杰版国iv短轴中顶9座,上汽maxus v80,商杰
上汽大通上汽maxus上汽maxusv802017款2.5tamt5700*1998*2345国iv前置前驱2017款2.5tamt商杰版国iv长轴中顶14-16座,上汽maxus v80,商杰
smartsmartsmartfortwo2013款1.0l3门2座amt2695*1559*1565欧iv后置后驱2013款1.0mhd硬顶巧克力特别版,smart fortwo,巧克力特别
smartsmartsmartfortwo2011款1.0l3门2座amt2695*1559*1542欧iv后置后驱2011款1.0mhd硬顶标准版,smart fortwo,硬顶 标准
smartsmartsmartfortwo2012款1.0t3门2座amt2695*1559*1565欧iv后置后驱2012款1.0t硬顶激情领航版,smart fortwo,硬顶 激情领航
smartsmartsmartfortwo2014款1.0l3门2座amt2695*1559*1565欧iv后置后驱2014款1.0mhd敞篷boconcept特别版,smart fortwo,特别
smartsmartsmartfortwo2013款1.0l3门2座amt2695*1559*1565欧iv后置后驱2013款1.0mhd敞篷城市游侠特别版,smart fortwo,城市游侠特别
smartsmartsmartfortwo2013款1.0t3门2座amt2695*1559*1565欧iv后置后驱2013款1.0t硬顶冰炫特别版,smart fortwo,硬顶冰炫特别
上汽大通上汽maxus上汽maxusv802017款2.5tmt5995*1998*2577国v前置前驱2017款2.5t手动商杰版国v加长轴高顶17-19座,上汽maxus v80,商杰
上汽大通上汽maxus上汽maxusv802017款2.5tamt5700*1998*2552国v前置前驱2017款2.5tamt商杰版国v长轴高顶14-16座,上汽maxus v80,商杰
上汽大通上汽maxus上汽maxusv802017款2.5tamt5700*1998*2345国iv前置前驱2017款2.5tamt尊杰国iv长轴中顶9座,上汽maxus v80,nan
smartsmartsmartfortwo2015款1.0l3门2座dct2695*1663*1555国v后置后驱2015款1.0l52千瓦硬顶激情版,smart fortwo,千瓦硬顶激情
smartsmartsmartfortwo2014款3门2座2695*1559*1565后置后驱2014款electricdrive,smart fortwo,nan
上汽大通上汽maxus上汽maxusv802018款2.5tamt5700*1998*2345国v前置前驱2018款2.5tamt尊杰行政长轴中顶6座,上汽maxus v80,尊杰行政
上汽大通上汽maxus上汽maxusv802018款2.5tmt5785*1998*2552国v前置前驱2018款2.5t6挡手动傲运通长轴高顶5座,上汽maxus v80,傲运通
特斯拉（）进口特斯拉model32019款4门5座4694*1850*1443后置后驱2019款长续航后驱版,model 3,长续航后驱
特斯拉（）进口特斯拉models2015款5门5座4970*1964*1445后置后驱2015款models70,model s,nan
特斯拉（）进口特斯拉models85d2015款5门5座4970*1964*1445双电机四驱2015款models85d,model s,nan
特斯拉（）进口特斯拉models2016款5门5座4970*1964*1445后置后驱2016款models70,model s,nan
特斯拉（）进口特斯拉models2017款5门5座4970*1964*1445后置后驱2017款models75,model s,nan
神龙雪铁龙天逸c5aircross350thp2017款1.6t5门5座amt4510*1860*1670国v前置前驱2017款350thp舒适型,天逸 c5 aircross,舒适
泰卡特泰卡特泰卡特t12014款2.7l2门2座dct4474*1801*1282欧iv中置后驱2014款2.7l标准型,泰卡特 t1,标准
雪铁龙进口雪铁龙雪铁龙c4aircross2013款2.0l5门5座cvt4340*1800*1626欧iv前置前驱2013款2.0l两驱豪华版,雪铁龙c4 aircross,豪华
上汽大通上汽maxus上汽maxuseg102016款5门7座5168*1980*1928后置后驱2016款纯电动豪华行政版,上汽maxus eg10,电动豪华行政
上汽大通上汽maxus上汽maxusg102014款2.0t4门7座mt5168*1980*1928国v前置后驱2014款2.0t手动精英版,上汽maxus g10,精英
上汽大通上汽maxus上汽maxusg102018款2.0t5门7座amt5168*1980*1928国v前置后驱2018款plus2.0t旗舰版,上汽maxus g10,旗舰
上汽大通上汽maxus上汽maxusg102018款1.9t5门7座amt5168*1980*1928国v前置后驱2018款plus1.9t豪华版柴油,上汽maxus g10,豪华
上汽大通上汽maxus上汽maxusg502019款1.5t5门6座dct4825*1825*1778国v前置前驱2019款1.5t首发款豪华版6座,上汽maxus g50,首发款豪华
长城汽车weyweyvv72017款2.0t5门5座dct4749*1931*1655国v前置前驱2017款vv7c2.0t超豪型,wey vv7,超豪
上汽大通上汽maxus上汽maxust602017款2.8tat5365*1900*1809国iv前置后驱2017款2.8t柴油两驱高底盘舒适型小双排国iv,上汽maxus t60,高底盘舒适
上汽大通上汽maxus上汽maxusv802011款2.5tmt4950*1991*2070国iv+obd前置前驱2011款2.5t短轴低顶尊杰版,上汽maxus v80,低顶尊杰
上汽大通上汽maxus上汽maxusv802011款2.5tmt5700*1991*2540国iv+obd前置前驱2011款2.5t长轴高顶商杰版,上汽maxus v80,长轴 高顶商杰
君马汽车君马君马seek5赛克52018款1.5t5门7座amt4771*1859*1735国v前置前驱2018款1.5t领尚版,君马seek 5 赛克5,领尚
君马汽车君马君马meet3美图32018款1.5t5门5座cvt4530*1838*1610国v前置前驱2018款1.5tcvt标准型,君马meet 3 美图3,标准
梅赛德斯amg奔驰奔驰gleamg63s2015款5.5t5门5座amt4853*1965*1761欧v前置四驱2015款amggle63s4matic,奔驰gle amg,nan
梅赛德斯amg奔驰奔驰glcamg2018款4.0t5门5座amt4742*1931*1584欧vi前置四驱2018款amgglc634matic+轿跑suv,奔驰glc amg,nan
梅赛德斯amg奔驰amggt63s2019款4.0t5门4座dct5054*1953*1447欧vi前置四驱2019款amggt63s4matic+四门跑车,amg gt,nan
广汽丰田丰田yarisl致炫2017款1.5l5门5座cvt4160*1700*1495国v前置前驱2017款1.5gcvt劲速天窗升级版,yaris l 致炫,劲速天窗升级
广汽丰田丰田yarisl致炫2016款1.3l5门5座mt4160*1700*1485国v前置前驱2016款改款1.3e手动魅动版,yaris l 致炫,魅动
梅赛德斯amg奔驰奔驰glcamg2017款3.0t5门5座amt4668*1930*1631欧vi前置四驱2017款amgglc434matic特别版,奔驰glc amg,特别
广汽丰田丰田yarisl致享2017款1.5l4门5座mt4440*1700*1490国v前置前驱2017款1.5e手动魅动版,yaris l 致享,魅动
长安汽车长安长安cs85coupe2019款2.0t5门5座amt4720*1845*1665国v前置前驱2019款2.0t动版国v,长安cs85 coupe,nan
audisport奥迪奥迪rs42019款2.9t5门5座amt4781*1866*1404国v前置四驱2019款rs42.9tavant,奥迪rs 4,nan
郑州日产东风2013款2.4lmt4949*1690*1895国iv+obd前置后驱2013款2.4l汽油两驱豪华型zg24,nan,豪华
长安汽车长安长安cs75plus2020款1.5t5门5座amt4690*1865*1700国vi前置前驱2020款1.5t精英型,长安cs75 plus,精英
郑州日产东风2013款2.5tmt4949*1690*1895国iv+obd前置后驱2013款2.5t柴油两驱标准型zd25tci,nan,标准
长安汽车长安长安cs35plus2018款1.6l5门5座mt4335*1825*1660国v前置前驱2018款1.6l手动悦联版国v,长安cs35 plus,悦联
长安汽车长安长安cs35plus2019款1.6l5门5座mt4335*1825*1660国vi前置前驱2019款1.6l手动悦联版国vi,长安cs35 plus,悦联
长安汽车长安长安cs35plus2019款1.6l5门5座amt4335*1825*1660国vi前置前驱2019款1.6l悦联版国vi,长安cs35 plus,悦联
宝马m宝马宝马x3m2019款3.0t5门5座amt4728*1897*1688国vi前置四驱2019款x3m,宝马x3 m,nan
长安标致雪铁龙dsds72018款1.6t5门5座amt4603*1891*1626国v前置前驱2018款35thp帕西版,ds 7,帕西
长安标致雪铁龙dsds62018款1.6t5门5座amt4553*1858*1610国v前置前驱2018款30thp尊贵型,ds 6,尊贵
广汽新能源广汽新能源传祺ga3sphev2017款1.5l4门5座电动车单速4600*1790*1530国v前置前驱2017款1.5l尊享版免税,传祺ga3s phev,尊享
广汽新能源广汽新能源aions埃安s2019款4门5座4768*1880*1530前置前驱2019款魅evo530免税,aion s 埃安s,nan
长安标致雪铁龙dsds5ls2018款1.6t4门5座amt4702*1840*1510国v前置前驱2018款30thp时尚型,ds 5ls,时尚
长安标致雪铁龙dsds4s2019款1.6t5门5座amt4435*1843*1510国vi前置前驱2019款35thp炫动型,ds 4s,炫动
上汽集团荣威荣威rx5max300tgi2019款1.5t5门5座amt4647*1891*1725国vi前置前驱2019款300tgi智能座舱豪华版,荣威rx5 max,智能座舱 豪华
上汽大通上汽maxus上汽maxusg102019款2.0t4门7座amt5168*1980*1928国vi前置后驱2019款plus2.0t精英版国vi,上汽maxus g10,精英
上汽大通上汽maxus上汽maxusg102019款2.0t4门7座amt5168*1980*1928国vi前置后驱2019款plus2.0t智享版国vi,上汽maxus g10,智享
上汽大通上汽maxus上汽maxusg102019款1.9t5门7座amt5168*1980*1928国v前置后驱2019款plus1.9t豪华版柴油国v,上汽maxus g10,豪华
神龙雪铁龙天逸c5aircross360thp2019款1.6t5门5座amt4510*1860*1705国vi前置前驱2019款360thp乐享型国vi,天逸 c5 aircross,乐享
神龙雪铁龙云逸c4aircross350thp2018款1.6t5门5座amt4270*1770*1655国v前置前驱2018款350thp互联网逸臻版,云逸 c4 aircross,互联网 逸臻
江南汽车众泰众泰t600coupe2017款1.5t5门5座amt4654*1893*1696国v前置前驱2017款1.5t旗舰型,众泰t600 coupe,旗舰
minijcwminiminijcwclubman2017款2.0t6门5座amt4263*1800*1468国v前置四驱2017款2.0tjohncooperworks,mini jcw clubman,nan
长安标致雪铁龙dsds52014款1.6t5门5座amt4530*1871*1520国iv(国v)前置前驱2014款1.6t尊享版thp200,ds 5,尊享
长安铃木铃木天语sx42016款1.6l5门5座at4135*1755*1605国v前置前驱2016款1.6l经典版,天语 sx4,经典
miniminiminicountryman2018款1.5t5门5座amt4310*1822*1616国v前置前驱2018款1.5tcooper特别版,mini countryman,特别
长城汽车weyweyvv72020款2.0t5门5座dct4760*1931*1655国vi前置前驱2020款2.0t旗舰型,wey vv7,旗舰
长城汽车weyweyvv62020款2.0t5门5座dct4625*1860*1720国vi前置前驱2020款2.0t两驱collie智行+,wey vv6,nan
上汽大通上汽maxus上汽maxusg102019款1.9t4门7座amt5168*1980*1928国v前置后驱2019款plus1.9t精英版柴油国v,上汽maxus g10,精英
上汽大通上汽maxus上汽maxusg102019款1.9t4门7座mt5168*1980*1928国v前置后驱2019款plus1.9t手动智享版柴油国v,上汽maxus g10,智享
上汽大通上汽maxus上汽maxuseuniq52019款5门7座4825*1825*1778前置前驱2019款旗舰版免税,上汽maxus euniq 5,旗舰
上汽大通上汽maxus上汽maxuseuniq52019款5门7座4825*1825*1778前置前驱2019款豪华版免税,上汽maxus euniq 5,豪华
上汽大通上汽maxus上汽maxuseg102019款4门7座5168*1980*1928后置后驱2019款纯电动商旅版免税,上汽maxus eg10,纯电动 商旅
上汽大通上汽maxus上汽maxuseg102019款5门7座5168*1980*1928后置后驱2019款纯电动豪华行政版免税,上汽maxus eg10,电动 豪华 行政
长城汽车weyweyvv62018款2.0t5门5座dct4625*1860*1720国v前置四驱2018款2.0t四驱旗舰型国v,wey vv6,旗舰
长城汽车weyweyvv52019款2.0t5门5座dct4462*1857*1638国v前置四驱2019款升级款2.0t四驱旗舰型国v,wey vv5,旗舰
上汽大通上汽maxus上汽maxusd902017款2.0t5门5座amt5005*1932*1875国v前置四驱2017款2.0t四驱全配版,上汽maxus d90,全配
上汽大通上汽maxus上汽maxusd902017款2.0t5门7座amt5005*1932*1875国v前置四驱2017款2.0t四驱天狼星,上汽maxus d90,天狼星
长城汽车哈弗哈弗h6coupe2018款1.5t5门5座dct4549*1835*1700国v前置前驱2018款蓝标1.5t两驱超豪型,哈弗h6 coupe,超豪
长城汽车哈弗哈弗h6coupe2019款1.5t5门5座dct4590*1845*1700国vi前置前驱2019款1.5t两驱精英型国vi,哈弗h6 coupe,精英
miniminiminiclubman2018款1.5t6门5座amt4263*1800*1479欧v前置前驱2018款1.5tcooper经典派,mini clubman,经典派
上汽大通上汽maxus上汽maxusd902017款2.0t5门7座amt5005*1932*1875国v前置后驱2017款2.0t两驱天王星,上汽maxus d90,天王星
上汽大通上汽maxus上汽maxusd902017款2.0t5门7座amt5005*1932*1875国v前置后驱2017款2.0t两驱水星基础版,上汽maxus d90,水星基础
上汽大通上汽maxus上汽maxusd902019款2.0t5门7座amt5005*1932*1875国v前置四驱2019款2.0t四驱北极星国v,上汽maxus d90,北极星
上汽大通上汽maxus上汽maxusd902019款2.0t5门7座amt5005*1932*1875国v前置四驱2019款2.0t四驱天狼星国v,上汽maxus d90,天狼星
上汽大通上汽maxus上汽maxusd902019款2.0t5门7座mt5005*1932*1875国v前置后驱2019款2.0t手动两驱火星国v,上汽maxus d90,火星
上汽大通上汽maxus上汽maxusd602019款1.5t5门7座dct4720*1860*1736国vi前置前驱2019款1.5t极客全配版7座,上汽maxus d60,极客全配
上汽大通上汽maxus上汽maxusd902019款2.0t5门5座mt5005*1932*1875国v前置后驱2019款2.0t手动两驱火星基础版国v,上汽maxus d90,火星基础
上汽大通上汽maxus上汽maxusd902019款2.0t5门7座amt5005*1932*1875国vi前置后驱2019款2.0t两驱水星国vi,上汽maxus d90,nan
特斯拉（）进口特斯拉modelx2019款5门5座5037*2070*1684双电机四驱2019款performance高性能版免税,model x,高性能
上汽大通上汽maxus上汽maxusd602019款1.5t5门5座dct4720*1860*1736国vi前置前驱2019款1.5t尊享版5座,上汽maxus d60,尊享
上汽大通上汽maxus上汽maxusd602019款1.5t5门5座dct4720*1860*1736国vi前置前驱2019款1.5t舒享版5座,上汽maxus d60,舒享
东风悦达起亚起亚kxcross2018款1.6l5门5座amt4240*1750*1505国v前置前驱2018款1.6l灵动天窗版,kx cross,灵动天窗
上汽大通上汽maxus上汽maxusd602019款1.5t5门6座dct4720*1860*1736国vi前置前驱2019款1.5t智享版6座,上汽maxus d60,智享
上汽大通上汽maxus上汽maxusd602019款1.5t5门5座dct4720*1860*1736国vi前置前驱2019款1.5t极客起始版5座,上汽maxus d60,极客起始
上汽大通上汽maxus上汽maxusd602019款1.3t5门5座mt4720*1860*1736国vi前置前驱2019款1.3t手动乐享版5座,上汽maxus d60,乐享
北京现代现代encino昂希诺2018款1.6t5门5座dct4195*1800*1575国v前置前驱2018款1.6t双离合致尊版,encino 昂希诺,致尊
上汽大通上汽maxus上汽maxusv8071kwh2019款电动电动电动车单速5700*1998*2574-前置前驱2019款ev80纯电动物流车长轴高顶2-3座71kwh,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusev3035kwh2019款4500*1780*1895未知2019款城市物流车智运版短轴上汽时代35kwh,上汽maxus ev30,物流车 智运
上汽大通上汽maxus上汽maxusev302019款4500*1780*1895未知2019款城市物流车智运版短轴上汽时代52.5kwh,上汽maxus ev30,物流车 智运
上汽大通上汽maxus上汽maxusev3035kwh2019款4500*1780*1895未知2019款城市物流车智联版短轴上汽时代35kwh,上汽maxus ev30,物流车 智联
上汽大通上汽maxus上汽maxusev3035kwh2019款4500*1780*1895未知2019款城市物流车智联版短轴盟固利35kwh,上汽maxus ev30,物流车 智联
上汽大通上汽maxus上汽maxusv8071kwh2019款电动电动电动车单速5700*1998*2376-前置前驱2019款ev80纯电动物流车长轴中顶2-3座71kwh,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv8053kwh2019款电动电动电动车单速4939*1998*2174-前置前驱2019款ev80纯电动物流车短轴低顶2-3座53kwh,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv8053kwh2019款电动电动电动车单速6120*1998*2370-前置前驱2019款ev80纯电动客车加长轴中顶10-14座53kwh,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusev3035kwh2019款4500*1780*1895未知2019款城市物流车智运版短轴盟固利35kwh,上汽maxus ev30,市物流车智运
上汽大通上汽maxus上汽maxusg502019款1.5t5门8座dct4825*1825*1778国vi前置前驱2019款1.5t极客全配版国vi,上汽maxus g50,极客全配
上汽大通上汽maxus上汽maxusg502019款1.5t5门7座dct4825*1825*1778国vi前置前驱2019款1.5t尊享版国vi,上汽maxus g50,尊享
上汽大通上汽maxus上汽maxusg502019款1.5t5门7座dct4825*1825*1778国v前置前驱2019款1.5t尊享版国v,上汽maxus g50,尊享
上汽大通上汽maxus上汽maxusg502019款1.5t5门7座dct4825*1825*1778国v前置前驱2019款1.5t豪华版国v,上汽maxus g50,豪华
上汽大通上汽maxus上汽maxusg502019款1.3t5门7座mt4825*1825*1778国vi前置前驱2019款1.3t手动乐享起始版国vi,上汽maxus g50,乐享起始
上汽大通上汽maxus上汽maxusg502019款1.3t5门7座mt4825*1825*1778国vi前置前驱2019款1.3t手动精英版国vi,上汽maxus g50,精英
卡尔森卡尔森卡尔森s级2019款3.0t4门5座amt5466*2130*1497国v前置四驱2019款carlssonlitermontl,卡尔森 s级,nan
上汽大通上汽maxus上汽maxusev302019款5090*1780*1910未知2019款城市物流车智运版长轴上汽时代52.5kwh,上汽maxus ev30,物流车 智运
上汽大通上汽maxus上汽maxusev3035kwh2019款5090*1780*1910未知2019款城市物流车智联版长轴盟固利35kwh,上汽maxus ev30,物流车 智联
上汽大通上汽maxus上汽maxusev3035kwh2019款5090*1780*1910未知2019款城市物流车快运版长轴盟固利35kwh,上汽maxus ev30,物流车 快运
上汽大通上汽maxus上汽maxusg202019款2.0t5门7座amt5198*1980*1928国v前置后驱2019款首发款2.0t智尊版国v,上汽maxus g20,智尊
上汽大通上汽maxus上汽maxusg202019款2.0t5门7座amt5198*1980*1928国v前置后驱2019款首发款2.0t豪华版国v,上汽maxus g20,豪华
上汽大通上汽maxus上汽maxusg202020款2.0t5门7座amt5198*1980*1928国vi前置后驱2020款2.0t智尊版国vi,上汽maxus g20,智尊
神龙雪铁龙天逸c5aircross400thp2019款1.8t5门5座amt4510*1860*1705国vi前置前驱2019款400thp尊享型国vi,天逸 c5 aircross,尊享
